x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,electricity_consumption_kwh
0.20168750,-0.97568336,-0.24339169,0.62272074,0.43943738,-0.82334029,0.53314311,0.69945468,-0.25025232,0.62406731,0.72404527,-0.23368195,-0.20867555,1.01638277,-0.39010948,0.10858512,0.03062600,-0.22090940,-0.31205914,0.89234093,1.45259543,2.94766916,1.62307742,1.87565206,1.52233703,2.50096905,0.61840673,3.07302518,3.48487989,1.10615359,-0.30346565,1.38051320,0.35531425,0.31715599,1.53688811,1.18405899,1.53205278,2.17202532,0.52092396,-0.15633699,-1.33662821,-0.65578609,-0.41220697,0.87113385,1.79993429,0.28803297,-0.54564585,0.21353068,2.39803402,-1.96587325,-0.92707318,1.07013548,1.51984674,-1.62637611,1.10590387,1.82093473,-2.49157004,1.29046143,2.63283137,0.35030392,0.88345363,-7.02360847,-2.21881976,-1.40880724,-8.54964310,-1.74929074,-0.29446522,-6.14260169,-1.67819341,-0.14212674,-1.44078370,-1.58063387,-9.19560143,-0.08608093,-1.15193937,-2.65814409,-1.81343148,-9.88910389,-4.82568046,-1.03682332,15.25875394,19.61332536,9.19313237,25.31121160,7.40642601,11.34170794,4.91636967,10.09385414,-13.32631292,-1.65540926,-1.44562955,-4.07664276,3.07530883,15.11042376,4.30369095,2.67580902,15.78487226,-0.16181767,19.31265550,9.87199630,1415.36102225
0.10365082,0.53517081,0.00589166,-0.31509327,-0.04598191,-0.66169068,-0.90351513,0.29650633,-0.21849228,-0.27220707,-0.20001868,0.09596461,-0.20221999,-0.06920787,0.40519742,1.15976713,0.36165993,-0.29926696,-0.88586284,-0.15647774,0.16332338,-2.61304651,1.19109548,0.03844392,0.15782986,-0.20966899,0.40849223,0.08739190,-1.18951817,-0.62767535,-0.41813187,0.33489814,-0.90452065,-0.09993727,-0.73806135,0.07466097,0.50481783,1.06656600,0.17103248,-2.04325250,-1.48129272,-3.24798859,0.15406280,0.08023897,-3.31174104,-1.26524660,-1.90562850,-1.27484699,-0.45231522,-1.24233471,-0.16095023,-0.10087560,-2.88057304,-0.15312472,-0.45517718,-0.02625510,-1.46031829,-0.42099998,-0.78171573,-0.85150861,-4.03769386,6.38181665,-2.57149896,3.75795682,-2.42796284,-2.47165594,-7.48887552,-9.92068996,-1.16240101,-1.54276538,-5.54238287,-1.51006248,4.58437156,-5.61790028,-5.02467471,0.62521227,2.83974558,-4.44081081,-2.50986785,-3.26483873,-19.62202103,-4.30209797,11.38769874,-1.21705361,-12.66123605,12.20607988,-16.63283453,8.01862978,-16.77438141,-2.23520509,11.66447053,-7.67537630,0.97992959,-3.25576578,-0.06010737,3.59921633,-12.06160941,-14.26524213,-6.72489342,-11.52074675,1834.71168163
0.19525415,-0.06842979,-0.33198080,0.20752789,-0.32065742,-0.47132000,-0.09390675,0.67159873,-0.47012472,-0.38192124,0.66932268,1.07025827,-0.01370745,-0.30592905,0.26621899,0.07194757,-0.39210803,0.30508220,0.77134624,0.30395168,0.33040935,0.51904232,0.45954381,-0.72293360,-0.05225974,-1.01704796,0.04116433,-0.33862630,-0.60640322,-0.56728977,-0.13963267,-2.06081303,-0.18667745,-0.86329525,1.57783567,-1.42248801,-0.27096518,-0.62776263,0.62959157,1.19342141,2.83114455,4.15009555,4.04284287,6.17134329,5.04141989,5.52289407,2.95536306,2.31870025,1.85754931,3.38402498,3.91416395,4.67657300,5.05997653,0.77722874,4.15458241,3.98647516,3.37392576,2.57126262,4.15017327,5.16105896,6.69212661,1.91662947,0.11825367,3.13524097,2.31595925,5.67884081,6.08669079,-2.39227424,0.02816863,1.96457109,0.72220319,-0.06643462,-1.21664331,-1.58344829,-0.62658616,-2.85530013,-2.05745171,0.36602912,4.93762999,-1.25219263,-1.64603966,14.96807938,10.38864970,-1.64623791,-4.22522189,5.64046185,1.05446453,-5.25085527,9.03477335,-9.57218711,0.05689816,8.29784705,4.87453261,13.07866370,-4.18346308,-7.40713337,5.27851643,5.04500126,-10.75292766,-9.52545330,2022.18485640
0.10224254,-0.34167150,0.12690477,0.00301824,-0.23689610,-0.35194952,0.22369941,-0.40462088,0.19161382,0.04514334,-0.26771409,-0.75640019,1.22778170,0.10001462,-0.16321445,0.80320232,-0.82290459,-0.60818530,-0.08889506,0.25812252,0.37537300,-1.26082627,-0.33538950,0.18824929,0.22347305,-0.86546876,-0.75229586,0.28085551,0.12719212,-0.65320999,-0.49582677,-0.70662003,-1.19329641,1.22480367,-0.69548231,-0.42675106,-0.18098887,-0.89443904,-0.75242539,-0.22620680,-4.06101043,-5.73011542,-5.09463183,-5.05222394,-3.75813782,-4.93556504,-3.74713799,-4.03511792,-2.34911470,-4.52493557,-3.58795998,-4.02201024,-2.66896344,-2.10647310,-4.00742932,-3.12732100,-6.48921980,-4.85483445,-5.01947600,-4.12053583,4.10263301,3.20999695,-5.01883216,4.68871244,-3.65205525,-4.20526801,-0.50183881,1.36730379,-2.15863390,3.78220175,2.72467736,-0.41831566,-4.29345418,4.41492645,-2.91515597,-0.80876604,5.11315296,-2.10118511,4.31990546,-0.65538950,-2.63151682,-15.22086154,-2.78878536,4.20814691,-17.42686121,-10.97437313,-5.44671077,-5.26653760,14.24538849,2.12694842,-8.96956481,-20.42687306,15.32359625,2.09997930,-2.84565979,5.66607023,-9.94282442,10.20915843,4.74847546,-6.23540284,1741.15457276
0.14496480,0.59133318,-0.37600237,0.65025660,0.37070597,0.09894996,-0.26924752,0.33025117,0.68408606,-0.59315349,-0.42626019,-0.25882523,1.22085016,-0.44236100,0.96554427,0.60883968,0.55628837,0.05681358,0.56551312,-0.82881845,0.52120540,-0.36512541,-0.51421106,-0.73241959,1.07480196,0.27236154,0.09694182,-0.10529090,0.42549500,-0.46667009,1.62270427,0.65536545,-2.10611018,-0.02617621,0.02675117,0.36262581,1.11668020,-0.63934505,-1.03755674,1.02964824,-3.57072602,-1.30658966,-2.24952567,-3.35865422,-3.11322737,-3.32742477,-1.14498544,-3.19892510,-1.21415230,-2.58440596,-1.31658171,-1.37259680,-2.13090842,1.12131002,-3.25638461,-5.09711274,-2.15155948,-1.43107232,-2.49688973,-0.71698417,-1.26552299,6.63086935,-1.84913733,-1.53701488,3.00600044,-0.96809023,-1.16530083,3.60604674,2.87916661,-4.11628678,-0.26034317,1.11203930,3.24142907,3.92735228,3.19725736,3.82284668,4.63844362,7.42416886,8.43904488,-2.64108738,-8.16270185,-14.46473888,9.73709372,-3.18720699,-21.33266115,-1.70003971,-12.72072055,-22.56415587,-26.17708837,-11.12140520,-6.05649956,-7.32608174,-4.89190726,-12.51081014,-16.56291273,-14.95135031,-0.64710808,-14.88354133,-6.12209289,0.79050837,1834.63219178
-0.06390775,-1.16309396,-1.00341813,-0.01248377,-0.07710633,0.22679424,-0.38543464,-0.98697244,-0.49789682,-0.59851688,-0.71000301,-0.76634824,-0.28200600,-0.11005498,-0.08522844,0.23260596,-0.21240721,0.23373157,-0.51478908,-0.33167822,0.29089320,-1.63407794,0.36747650,-0.48546530,-0.94344402,-0.43770214,0.84168566,-0.05346212,-1.63782512,-0.31172552,-0.10318022,0.37421024,-1.81395218,-0.44299232,-1.31833086,0.11449804,0.47897159,0.28118100,1.96455381,-0.09264459,0.31819350,0.50829600,1.99871943,0.97352020,0.38255132,-1.52706405,0.36020546,2.45662457,-0.54460512,0.09394368,2.23377838,1.63817654,2.33432361,0.14235457,0.81398952,1.93431591,0.77390445,1.84532679,0.21041641,1.00614295,-0.38349185,1.80661875,-1.64655137,2.57029891,-1.59457774,4.52230358,1.54514840,-7.87795091,-0.51825284,1.10277601,3.22269742,3.59481555,-0.25370179,0.65159035,6.49063277,0.10275555,1.05817196,-5.01765332,1.63856081,-4.80405088,3.00707031,-15.62849617,-1.08539711,4.62887427,1.83254965,1.36922895,-3.42021620,4.18659157,-1.29439813,9.71790401,-7.40184547,-10.05631195,-7.55522158,1.31939636,1.17182001,-0.01311842,-6.45099641,-2.36402023,-15.17950226,-10.37824749,2109.23504575
0.47944281,0.19585616,0.30638209,0.26006622,-0.00592977,0.10950397,-0.00184304,-0.44609397,0.10324152,1.19516522,0.27848669,0.22548342,-0.28336881,0.12800054,0.71388678,0.01766366,-0.18181890,-0.23343195,-0.82917756,1.06217649,0.85360704,-1.15659865,-0.09786399,-0.61438513,0.83330935,-1.47984310,-0.50029744,0.41485240,0.79592222,0.00351987,0.09344248,1.05264390,0.57950876,0.25757807,-1.01731282,0.24755090,-0.72680529,0.94932118,-0.99505425,-0.27311119,-2.16256927,1.22017490,0.43423096,-0.98648793,-0.15687140,-0.73547663,0.20463026,-0.57761041,-1.28468822,-0.81879968,0.00800740,1.81767536,0.30776435,1.13112546,1.10420426,0.88436918,0.87184181,0.11900999,1.54863489,-0.87934979,-2.32157542,1.92121714,-1.84246240,-1.43690350,-5.63416747,-5.49024804,0.30341211,-7.68405099,2.01620644,0.43209105,-0.82427494,-2.00678812,-7.38170683,-5.59007434,-5.72518395,0.65365087,-3.29302920,0.23369026,-7.89240339,-2.45918366,-4.37697535,-4.29823926,3.71085876,4.68291472,-10.00398793,7.20211710,-9.31094226,-11.59834984,-14.53029657,1.12599998,7.21638727,10.27114567,-2.47990347,1.49374724,-13.88070583,5.81436539,7.12332856,13.11660186,6.45131068,9.50122967,1450.14364080
-0.12822541,0.39012655,0.18896474,-0.03069787,0.51601293,-0.73890844,0.58536907,-0.28904867,0.57605916,-0.03410844,-0.80156197,-0.00961130,0.14579277,0.57741143,0.37034986,-1.02855389,0.02078948,-0.44028506,0.39602098,-0.28218723,-0.16361242,-0.28292815,0.27510794,0.69530179,-0.73656726,0.25331940,-0.25456114,-0.04566776,-0.45835042,0.26114956,-1.18384447,-0.15606275,0.73624896,-1.58836163,-1.24771154,0.61938327,0.59750827,-0.15080797,-0.54719061,0.85741375,-2.98551885,-3.30820295,-0.69656890,-1.41917619,0.14919194,-1.22712243,-0.95518370,-2.93203420,-2.24862340,-1.45546548,-2.40962563,-1.58597416,-1.84422406,-4.10426022,-2.21713050,-3.87888616,-1.95415248,-2.19448780,-2.20112739,-3.26141320,1.70080890,5.59742905,-3.10249103,-2.31894295,-3.10839755,-3.27594459,1.30277810,0.45673481,4.91298959,0.85947648,-0.52114770,1.17467421,-1.83342055,-0.89036465,-3.25245030,0.01483514,0.53051243,0.78453631,4.96867888,-1.17733722,4.72285188,10.14472153,13.93870192,-3.90593459,-11.46993080,13.09079365,6.40391085,-4.30556029,17.14249145,7.75246648,-18.55443129,-1.91404981,6.40571755,-3.70481357,0.75276248,-4.73979087,13.73589370,-1.83870238,4.75667277,-5.04215972,1997.56649783
-0.10674777,-1.21302787,0.51841520,-0.35519491,0.10244536,0.52572877,0.33288143,-0.09102402,0.11373176,0.01939098,-0.06344555,1.05337100,-0.04167757,0.09279624,0.28288515,-0.58370502,-0.39508927,-0.07053159,-0.84799316,0.51134132,-0.11544856,-0.22391092,-0.61992653,0.03233465,0.18123809,0.23765101,-0.05308713,-0.86548414,0.23140565,-1.04401860,0.40395375,-0.07658146,-0.29811201,-1.05798409,1.33425279,-0.43470241,-0.73176314,-1.04709620,-0.93193409,-0.13823645,-1.96723282,-2.05795013,0.78489884,-0.78978758,0.09112285,-0.38992607,-0.13952782,0.08913050,0.16344632,-2.49719917,0.29145839,1.02694865,0.08492799,-2.88538595,-1.63268609,0.05031637,-0.15171412,-1.77460425,-2.63212481,-0.59447664,-2.11559048,0.03487830,3.61209214,1.27784538,-13.78214451,-1.21875569,2.19782140,7.98662734,2.63088149,-8.71112316,-0.81841145,-4.73361439,3.60327846,3.62893775,1.32842487,7.24516405,-2.05081173,1.59484767,-3.77222344,1.80853573,-5.32831707,0.34322549,-1.55648751,9.16117691,-18.53556196,-8.27801932,-18.30568498,-14.37175338,-4.20101114,-22.41007706,-16.64609048,9.52476058,-16.84401279,-14.79581856,-10.63112568,-9.61507771,-12.97018885,-11.84687845,-6.74722714,-4.26327142,1504.34762687
0.55724645,0.38303573,0.26257372,1.09185256,0.05224906,0.06822908,0.42195150,0.61596235,0.82809547,1.10241158,0.46941240,1.53975976,1.51929062,0.26445887,1.27894699,0.74399337,0.68808216,1.25612796,0.77614118,0.78826273,-1.25965871,-1.18935280,-1.94536392,-1.26605259,-0.08503937,-1.55882172,-0.69593390,1.26605083,0.56101978,-1.14683988,-1.90056438,-1.76707900,0.30032767,-1.55201238,-1.02429344,-0.17480972,0.08165021,-0.64097808,-0.12309908,-1.76498574,-3.36755349,-1.55953703,-4.91498776,-1.68845761,-1.53571600,-1.05187753,-2.98266013,-1.79641483,-1.88206847,-3.51635264,-4.16160226,-2.55543849,-2.76514786,-3.51906701,-0.57689634,-3.70771300,-1.90247923,-2.17063559,-2.80761028,-3.61205440,-4.19967518,-0.34332970,-2.67507426,-0.16972031,-1.46647547,-5.57605700,-5.03337007,-9.09104132,0.01268851,-2.15486856,-6.49855077,-4.95130441,-3.23553165,-0.22973814,4.49424069,1.18359729,1.11993123,-6.97722408,3.34590217,-3.22096967,10.92735842,2.89905557,4.99110726,30.54960530,17.02915490,21.84624130,-6.41821339,14.56044099,5.43880322,12.55621511,20.12849499,6.76145223,3.74119033,23.25678690,5.39583258,8.19804676,10.46797539,0.80412311,11.05597992,19.86202457,1345.38089328
